StartDate,EndDate,Attn1,Attn2,Efficacy1,Efficacy2,Efficacy3,Efficacy4,Efficacy5,Efficacy6,CAB1,CAB2,CAB3,CAB4,CAB5,CAB6,CAB7,CAB8,Ecoanx1,Ecoanx2,Ecoanx3,Ecoanx4,Ecoang1,Ecoang2,Ecoang3,Ecoang4,Ecodep1,Ecodep2,Ecodep3,Ecodep4,Ecohope1,Ecohope2,Ecohope3,Ecohope4,Affective1,Affective2,Affective3,Affective4,Ruminat1,Ruminat2,Ruminat3,Behav1,Behav2,Behav3,Persim1,Persim2,Persim3,Injustice2,Injustice3,Injustice4,Worry1,Worry2,Worry3,Worry4,Worry5,Age,GenderNum,GenderText,FinStress1,FinStress2,FinStress3,FinStress4,FinStress5,FinStress6,FinStress7,FAILED_ATTN1,FAILED_ATTN2,FAILED_ATTN,FINSTRESS_TOTAL,FINSTRESS_BINARY,GENDER_BINARY,EFFICACY_MEAN,CAB_MEAN,ECOANX_MEAN,ECOANG_MEAN,ECODEP_MEAN,ECOHOPE_MEAN,WORRY_MEAN,Mean_GenInJust,AFFECTIVE_MEAN,RUMINAT_MEAN,BEHAV_MEAN,PERSIM_MEAN
13885504713,13885505089,Strongly disagree,Nearly every day,Agree,Agree,Agree,Strongly agree,Agree,Agree,0,0,90,90,10,10,87,76,84,89,83,77,87,77,61,74,90,18,69,74,46,54,46,87,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,3,3,3,4,3,45,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,6.166666666666667,45.375,83.25,74.75,62.75,58.25,3.2,7,0.25,Several of the days,Not at all,Not at all
13885501349,13885501687,Strongly disagree,Nearly every day,Slightly disagree,Disagree,Slightly disagree,Neither agree nor disagree,Disagree,Strongly disagree,30,20,76,55,65,46,8,83,75,89,77,77,84,44,5,55,83,45,54,49,5,3,3,31,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Over half the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,4,4,3,4,29,Woman,-99,No,No,No,Yes,No,No,No,Pass,Pass,0,1,Some financial stress,Woman,2.5,47.875,79.5,47,57.75,10.5,4,7,Several of the days,Several of the days,Not at all,0.6666666666666666
13885504823,13885505411,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Agree,Agree,Agree,Slightly agree,0,0,65,75,15,35,20,0,75,80,80,70,90,90,80,90,90,70,90,80,10,35,15,50,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Over half the days,Over half the days,Over half the days,Strongly agree,Strongly agree,Strongly agree,4,4,Very typical of me,Very typical of me,Very typical of me,37,Man,-99,Yes,No,No,No,Yes,Yes,No,Pass,Pass,0,3,Some financial stress,Man,5.5,26.25,76.25,87.5,82.5,27.5,4.6,7,Several of the days,Several of the days,Not at all,Over half the days
13885504454,13885504895,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,72,100,19,17,100,100,29,30,31,30,51,51,52,54,4,4,3,61,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Neither agree nor disagree,Neither agree nor disagree,4,4,4,4,4,26,Man,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pass,Pass,0,7,Some financial stress,Man,Agree,51,30,52,18,0,4,4.666666666666667,Not at all,Not at all,Not at all,Not at all
13885499413,13885499771,Strongly disagree,Nearly every day,Slightly agree,Disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,0,20,40,69,42,30,77,27,100,100,100,100,100,100,100,100,100,56,100,100,23,20,11,30,Several of the days,Several of the days,Several of the days,Nearly every day,Nearly every day,Several of the days,Several of the days,Not at all,Not at all,Not at all,Over half the days,Over half the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,3,Very typical of me,Very typical of me,Very typical of me,Very typical of me,34,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,4.166666666666667,38.125,100,100,89,21,4.6,7,1.5,1.6666666666666667,Not at all,1.6666666666666667
13885502361,13885502627,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,0,0,66,79,25,0,0,55,33,44,27,39,86,84,87,89,53,13,56,87,32,35,31,72,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,4,4,4,4,4,23,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.166666666666667,28.125,35.75,86.5,52.25,42.5,4,6,Several of the days,Several of the days,Not at all,Several of the days
13885504206,13885504547,Strongly disagree,Nearly every day,Slightly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,0,0,60,80,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Disagree,Neither agree nor disagree,Somewhat disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,21,Man,-99,Yes,No,Yes,No,Yes,No,No,Pass,Pass,0,3,Some financial stress,Man,1.6666666666666667,30,0,0,0,37.5,1,3,Not at all,Not at all,Not at all,Not at all
13885504807,13885505291,Strongly disagree,Nearly every day,Strongly agree,Disagree,Agree,Agree,Slightly agree,Slightly disagree,0,0,100,81,37,79,100,68,77,97,53,71,89,43,74,43,16,0,86,62,70,58,47,52,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,2,3,2,Not at all typical of me,Not at all typical of me,57,Woman,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Woman,4.833333333333333,58.125,74.5,62.25,41,56.75,1.8,4.333333333333333,Not at all,0.6666666666666666,Not at all,0.3333333333333333
13885501996,13885502353,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,0,75,90,18,0,0,40,50,49,51,50,74,90,49,81,90,9,65,73,20,18,18,76,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Somewhat disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,64,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Slightly agree,27.875,50,73.5,59.25,33,1,5,Not at all,Not at all,Not at all,Not at all
13885502596,13885502943,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,0,0,0,33,0,0,0,0,61,100,42,49,65,29,22,33,16,12,6,11,0,0,0,10,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Somewhat agree,Somewhat agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,61,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,5.333333333333333,4.125,63,37.25,11.25,2.5,1,5.333333333333333,Not at all,Not at all,Not at all,Not at all
13885501364,13885501808,Strongly disagree,Nearly every day,Slightly disagree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,0,0,0,57,0,0,0,0,61,61,53,78,43,44,45,39,96,49,64,46,7,0,3,34,Over half the days,Not at all,Over half the days,Over half the days,Several of the days,Several of the days,Not at all,Over half the days,Over half the days,Several of the days,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Somewhat disagree,4,3,Very typical of me,Very typical of me,4,65,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,3.5,7.125,63.25,42.75,63.75,11,4.2,5.666666666666667,1.5,0.6666666666666666,1.6666666666666667,Several of the days
13885504919,13885505205,Strongly disagree,Nearly every day,Agree,Agree,Slightly agree,Agree,Agree,Agree,16,8,77,72,84,68,18,37,28,51,24,65,79,28,43,66,98,49,35,30,5,7,5,31,Several of the days,Not at all,Over half the days,Several of the days,Several of the days,Over half the days,Several of the days,Several of the days,Over half the days,Over half the days,Several of the days,Over half the days,Several of the days,Agree,Agree,Agree,2,3,4,2,3,38,Man,-99,No,No,No,Yes,Yes,No,Yes,Pass,Pass,0,3,Some financial stress,Man,5.833333333333333,47.5,42,54,53,12,2.8,6,Several of the days,1.3333333333333333,1.6666666666666667,1.3333333333333333
13885503033,13885503620,Strongly disagree,Nearly every day,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Agree,Agree,Agree,0,0,0,0,0,0,32,0,49,100,63,48,0,0,0,0,0,0,0,0,0,92,54,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very typical of me,Very typical of me,3,3,3,50,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,5.166666666666667,4,65,0,0,36.5,3.8,4,Not at all,Not at all,0.3333333333333333,Not at all
13885505012,13885505660,Strongly disagree,Nearly every day,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,0,5,2,90,30,100,100,90,90,100,90,100,100,85,85,85,92,40,93,94,15,20,13,80,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Several of the days,Over half the days,Over half the days,Nearly every day,Agree,Agree,Agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,51,Woman,-99,Yes,No,No,No,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Woman,6.333333333333333,52.125,95,88.75,79.75,32,5,6,Several of the days,Several of the days,0.6666666666666666,2.3333333333333335
13885504523,13885504907,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,0,16,23,67,46,0,40,26,78,95,82,83,84,89,80,91,83,59,94,61,14,4,7,58,Several of the days,Over half the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Over half the days,Over half the days,Over half the days,Strongly agree,Agree,Strongly agree,Very typical of me,4,Very typical of me,Very typical of me,4,27,Man,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Man,4.5,27.25,84.5,86,74.25,20.75,4.6,6.666666666666667,1.25,Several of the days,Not at all,Over half the days
13885504878,13885506419,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,50,60,0,0,0,0,65,65,50,50,30,0,0,0,55,0,60,50,60,55,55,65,Not at all,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Several of the days,Disagree,Somewhat agree,Somewhat agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,53,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Agree,13.75,57.5,7.5,41.25,58.75,5,4,0.5,0.3333333333333333,Not at all,0.6666666666666666
13885415700,13885416596,Strongly disagree,Nearly every day,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,30,20,50,100,100,80,60,100,80,50,50,30,70,50,70,40,10,10,10,50,30,30,30,30,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Somewhat agree,Somewhat agree,Somewhat agree,2,2,Not at all typical of me,Not at all typical of me,Not at all typical of me,35,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,5.333333333333333,67.5,52.5,57.5,20,30,1.4,5,Several of the days,Several of the days,Several of the days,Several of the days
13885503748,13885504051,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,0,61,83,82,45,74,72,40,56,35,44,27,23,26,24,23,22,26,28,27,27,29,30,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,21,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Slightly agree,52.125,43.75,25,24.75,28.25,1,7,Not at all,Not at all,Not at all,Not at all
13885502645,13885503150,Strongly disagree,Nearly every day,Agree,Slightly agree,Agree,Agree,Agree,Agree,0,0,1,3,0,0,0,0,7,7,3,1,2,0,1,0,0,0,0,0,4,4,6,1,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Somewhat agree,Somewhat agree,2,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,73,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.833333333333333,0.5,4.5,0.75,0,3.75,1.2,5,Not at all,Not at all,Not at all,Not at all
13885504843,13885505005,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,0,0,0,79,15,2,0,48,92,65,53,87,84,68,78,71,65,3,52,42,46,26,8,52,Nearly every day,Several of the days,Several of the days,Over half the days,Over half the days,Several of the days,Several of the days,Several of the days,Over half the days,Over half the days,Over half the days,Several of the days,Several of the days,Disagree,Neither agree nor disagree,Neither agree nor disagree,4,3,3,3,3,23,Woman,-99,Yes,No,No,No,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Woman,4.5,18,74.25,75.25,40.5,33,3.2,3.3333333333333335,1.75,1.3333333333333333,1.6666666666666667,1.3333333333333333
13885504345,13885504989,Strongly disagree,Nearly every day,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,0,0,0,10,0,0,0,0,20,20,20,20,40,40,40,40,0,0,0,20,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,28,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Disagree,1.25,20,40,5,0,5,7,Not at all,Not at all,Not at all,Not at all
13885504494,13885505049,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,100,51,23,33,49,49,50,50,4,43,31,34,31,32,49,37,100,26,0,0,41,84,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,Very typical of me,Very typical of me,Very typical of me,3,35,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Agree,38.125,36.75,32,53,31.25,4.2,4,Not at all,Not at all,Not at all,Not at all
13885502441,13885503039,Strongly disagree,Nearly every day,Disagree,Disagree,Slightly agree,Slightly agree,Disagree,Disagree,0,0,0,5,0,0,0,5,10,10,10,12,5,4,4,4,0,0,0,2,0,0,0,0,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Over half the days,Over half the days,Not at all,Not at all,Not at all,Somewhat agree,Agree,Agree,4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,26,Man,-99,No,No,Yes,No,No,No,No,Pass,Pass,0,1,Some financial stress,Man,Slightly disagree,1.25,10.5,4.25,0.5,0,4.8,5.666666666666667,Several of the days,Not at all,1.3333333333333333,Not at all
13885504749,13885505218,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Strongly agree,Agree,Slightly agree,Slightly agree,0,0,0,100,14,14,0,0,68,100,82,61,100,100,89,100,100,9,83,77,1,3,9,60,Several of the days,Several of the days,Not at all,Several of the days,Several of the days,Not at all,Several of the days,Not at all,Not at all,Not at all,Nearly every day,Over half the days,Not at all,Agree,Agree,Strongly agree,4,4,4,4,4,39,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,5.166666666666667,16,77.75,97.25,67.25,18.25,4,6.333333333333333,0.75,0.6666666666666666,Not at all,1.6666666666666667
13885501704,13885502395,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,0,0,0,36,0,0,0,0,8,12,6,7,38,0,30,0,0,0,14,0,21,11,15,20,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,4,4,Very typical of me,4,4,72,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,4.333333333333333,4.5,8.25,17,3.5,16.75,4.2,3.6666666666666665,Not at all,Not at all,Not at all,Not at all
13885499169,13885499564,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,0,0,0,77,50,42,53,57,80,91,80,89,99,96,95,99,83,22,81,86,53,43,43,50,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Over half the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,44,Woman,-99,No,Yes,No,No,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Woman,5.166666666666667,34.875,85,97.25,68,47.25,5,7,0.75,Not at all,1.3333333333333333,Not at all
13885504812,13885505384,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,0,0,0,20,0,0,0,0,100,100,100,100,80,80,80,80,90,50,90,100,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Agree,Strongly agree,Very typical of me,Not at all typical of me,Very typical of me,3,4,25,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,4.333333333333333,2.5,100,80,82.5,0,3.6,5.666666666666667,Not at all,Not at all,Not at all,Not at all
13885504515,13885505672,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,14,0,30,0,5,0,21,67,4,9,21,0,1,0,0,0,0,0,7,0,0,1,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat disagree,Agree,Somewhat agree,3,3,2,2,3,31,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Agree,6.125,25.25,5.5,0,2,2.6,4.666666666666667,Several of the days,Not at all,Not at all,Not at all
13885503052,13885503636,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,0,0,0,0,0,31,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very typical of me,Very typical of me,3,2,3,55,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Agree,0,47,0,0,0,3.6,4,Not at all,Not at all,0.3333333333333333,Not at all
13885501457,13885502092,Strongly disagree,Nearly every day,Agree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,0,0,80,81,50,50,26,54,90,100,90,100,55,50,30,60,70,30,85,61,0,0,0,0,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Not at all,Not at all,Not at all,Over half the days,Over half the days,Several of the days,Agree,Somewhat agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,3,Very typical of me,22,Woman,-99,No,No,No,Yes,No,No,No,Pass,Pass,0,1,Some financial stress,Woman,Slightly agree,42.625,95,48.75,61.5,0,4.6,6,Several of the days,0.6666666666666666,Not at all,1.6666666666666667
13885502320,13885503123,Strongly disagree,Nearly every day,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,1,0,85,75,75,5,25,60,100,60,15,100,50,78,61,5,5,10,20,35,10,19,66,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Somewhat agree,Somewhat agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,50,Woman,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Woman,5.333333333333333,33.25,58.75,72.25,10,32.5,1,5,Not at all,Not at all,Not at all,Not at all
13885504353,13885504869,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,0,10,5,0,0,0,0,10,10,4,13,9,5,12,5,6,1,15,6,89,89,68,90,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Neither agree nor disagree,Somewhat agree,Not at all typical of me,Not at all typical of me,2,Not at all typical of me,2,52,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.833333333333333,1.875,9.25,7.75,7,84,1.4,4.666666666666667,Not at all,Not at all,Not at all,Not at all
13885415350,13885415703,Strongly disagree,Nearly every day,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,71,4,51,100,5,75,93,99,100,100,76,100,85,54,26,100,55,15,44,43,0,0,0,85,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,22,Woman,-99,No,No,Yes,No,No,Yes,No,Pass,Pass,0,2,Some financial stress,Woman,5.333333333333333,62.25,94,66.25,39.25,21.25,4.8,7,Several of the days,0.3333333333333333,Several of the days,0.6666666666666666
13885504788,13885505254,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Agree,Agree,0,0,0,60,0,0,30,40,65,75,65,75,60,60,60,60,65,40,65,34,21,21,21,51,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Agree,Not at all typical of me,2,3,Not at all typical of me,3,34,Man,-99,No,No,No,Yes,No,No,No,Pass,Pass,0,1,Some financial stress,Man,Agree,16.25,70,60,51,28.5,2,6,0.25,Several of the days,Not at all,Not at all
13885415531,13885416039,Strongly disagree,Nearly every day,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,0,0,0,19,14,0,35,25,100,100,100,100,100,100,100,100,94,84,100,100,28,28,41,42,Several of the days,Not at all,Several of the days,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,24,Woman,-99,No,No,No,Yes,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Woman,5.5,11.625,100,100,94.5,34.75,4.8,7,0.75,Not at all,Several of the days,Several of the days
13885415408,13885416010,Strongly disagree,Nearly every day,Disagree,Disagree,Agree,Agree,Disagree,Disagree,0,30,30,15,0,50,0,0,65,75,65,75,80,40,80,40,70,65,65,65,30,30,30,0,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Agree,Agree,Agree,3,3,4,3,2,22,Man,-99,No,No,Yes,Yes,No,No,No,Pass,Pass,0,2,Some financial stress,Man,3.3333333333333335,15.625,70,60,66.25,22.5,3,6,0.75,Several of the days,0.3333333333333333,Not at all
13885501072,13885501783,Strongly disagree,Nearly every day,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,0,20,50,75,8,31,70,86,60,80,50,60,75,10,14,5,3,0,12,20,75,80,50,90,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Agree,Neither agree nor disagree,Neither agree nor disagree,Not at all typical of me,2,Not at all typical of me,Not at all typical of me,3,41,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,6.333333333333333,42.5,62.5,26,8.75,73.75,1.6,4.666666666666667,Not at all,Not at all,Not at all,0.3333333333333333
13885504378,13885504718,Strongly disagree,Nearly every day,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Disagree,Disagree,Disagree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,47,Woman,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Woman,Disagree,0,0,0,0,0,5,2,Not at all,Not at all,Not at all,Not at all
13885501160,13885501545,Strongly disagree,Nearly every day,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,0,50,85,100,75,23,100,3,0,20,20,20,20,1,0,35,0,0,50,35,40,40,40,60,Several of the days,Not at all,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Somewhat agree,Somewhat agree,Somewhat agree,2,2,3,4,3,35,Woman,-99,No,No,Yes,No,Yes,No,Yes,Pass,Pass,0,3,Some financial stress,Woman,5.666666666666667,54.5,15,14,21.25,45,2.8,5,0.25,0.3333333333333333,Not at all,Several of the days
13885503331,13885503754,Strongly disagree,Nearly every day,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Neither agree nor disagree,0,0,10,30,20,1,29,48,18,58,1,31,44,20,21,4,5,0,54,7,0,5,0,0,Several of the days,Over half the days,Over half the days,Several of the days,Not at all,Not at all,Several of the days,Over half the days,Over half the days,Several of the days,Several of the days,Several of the days,Over half the days,Agree,Neither agree nor disagree,Neither agree nor disagree,4,Very typical of me,3,4,4,38,Woman,-99,No,No,No,Yes,No,Yes,No,Pass,Pass,0,2,Some financial stress,Woman,5.166666666666667,17.25,27,22.25,16.5,1.25,4,4.666666666666667,1.5,0.3333333333333333,1.6666666666666667,1.3333333333333333
